,negative,neutral,positive
spo,0,0,5
spoi,0,0,2.5
spoil,1.660964047,3.321928095,1.660964047
spoiled,0,4.507575552,2.512941595
spoilt,0,0,2.5
spoke,6.197015431,0.861053515,1.619957992
spoken,5.678873587,0,2.095903274
sponge,0,0,5
spongebob,0,0,2.5
sponsorship,0,2.5,0
sponsorson,0,0,2.5
spontaneous,5.678873587,2.095903274,0
spontaneously,2.5,0,0
spoof,5.678873587,0,2.095903274
spoofing,2.095903274,5.678873587,0
spoofs,2.5,0,0
spoofy,2.5,0,0
spookily,2.5,0,0
spooky,4.507575552,1.430676558,1.430676558
spoonful,0,0,2.5
sporadic,5.678873587,2.095903274,0
sporadically,3.321928095,1.660964047,1.660964047
sporting,1.285097209,3.321928095,2.095903274
spot,2.409793315,0,4.742632391
spotifly,0,5,0
spotify,1.430676558,2.512941595,2.512941595
spotlights,0,0,2.5
spots,0,5,0
spotted,0,0,2.5
spottily,0,2.5,0
spotting,0,2.095903274,5.678873587
spotty,4.507575552,1.430676558,1.430676558
spousal,7.5,0,0
spout,2.5,0,0
spouting,3.321928095,0,3.321928095
sprawled,2.5,0,0
sprawling,2.095903274,2.095903274,2.095903274
spray,0,0,7.5
sprayed,0,0,15
spraying,0,0,2.5
sprea,0,0,2.5
spread,1,6.455696236,1.430676558
spreading,1.183294662,1.838005394,4.11458208
spreadingjoy,0,0,2.5
spreads,0,0,5
spreadshirt,0,0,2.5
sprecher,5,0,0
sprightly,8.00392278,1.660964047,0
spring,9.162168319,0,1.53089535
springing,3.321928095,0,3.321928095
springs,2.5,0,0
springtime,0,0,5
springtop,0,10,0
springy,0,0,2.5
sprinkled,7.5,0,0
sprint,0,2.5,0
sprinted,0,2.5,0
sprinting,3.321928095,0,3.321928095
sprout,0,3.321928095,3.321928095
spruce,0,5.678873587,2.095903274
sprung,2.5,0,0
spun,0,5,0
spunky,0,2.5,0
spy,4.339356392,2.595037532,0
spyware,0,0,2.5
sq,0,10,0
sqeek,0,0,2.5
sqlite,0,0,2.5
squabbling,2.5,0,0
squad,0,2.5,0
squaddie,2.5,0,0
squander,5,0,0
squandered,0,2.5,0
squandering,5,0,0
squanders,7.5,0,0
square,2.095903274,0,5.678873587
squared,0,0,10
squarely,14.93723606,0,1.183294662
squarish,0,2.5,0
squashed,5,0,0
squawked,2.5,0,0
squeak,0,0,10
squeaked,0,0,2.5
squeakily,0,10,0
squeaking,0,0,15
squeaks,3.321928095,0,3.321928095
squeaky,0,0,5
squealed,0,0,2.5
squealing,0,0,2.5
squeamish,0,0,2.5
squeeze,1.613452949,3.137168659,1.808835177
squeezed,3.321928095,0,3.321928095
squeezing,0,4.742632391,2.409793315
squier,0,1.53089535,9.162168319
squinting,0,2.5,0
squire,0,0,2.5
squirm,3.321928095,0,3.321928095
squirming,2.5,0,0
squirts,2.5,0,0
squished,0,0,2.5
squishymatter,0,0,2.5
squueee,0,0,2.5
sra,0,0,2.5
sre,2.5,0,0
srm,0,0,2.5
srq,5,0,0
srsly,3.321928095,0,3.321928095
ss,0,0,2.5
sssss,0,0,2.5
st,3.371820936,1.504772145,1.800478304
sta,1.660964047,1.660964047,3.321928095
stab,3.321928095,0,3.321928095
stabbed,0,0,2.5
stabbing,5,0,0
stabilize,0,0,2.5
stable,1.491120958,1.390934557,4.442191029
stacey,0,0,2.5
stack,0,0,5
stacked,5.678873587,0,2.095903274
stacking,0,10.31885116,1.430676558
stacks,0,0,2.5
stacycrossb,0,0,2.5
staduim,2.5,0,0
stady,0,0,2.5
staedy,20,0,0
staf,2.5,0,0
staffed,3.321928095,0,3.321928095
stage,1.047951637,2.839436794,2.839436794
staged,6.455696236,1.430676558,1
stages,3.321928095,3.321928095,0
stagey,5,0,0
stagg,0,10,0
staggeered,0,0,5
staggered,1.285097209,0,12.62925314
staggering,2.5,0,0
staggeringly,12.5,0,0
staggers,2.5,0,0
staging,0,2.5,0
stagnant,2.5,0,0
stagy,3.321928095,3.321928095,0
staid,2.5,0,0
stain,0,0,5
stained,3.321928095,0,3.321928095
stainless,0,0,10
stakes,2.5,0,0
stale,4.11458208,0,2.717562738
stalk,0,2.5,0
stalkdaily,0,0,2.5
stalked,3.321928095,0,3.321928095
stalking,1.660964047,0,8.00392278
stall,7.5,0,0
stalled,0,2.5,0
stallone,2.5,0,0
stalls,2.5,0,0
stalwarts,0,0,2.5
stamp,0,0,2.5
stamped,0,0,12.5
stan,5.678873587,0,2.095903274
stand,1.543182918,1.897649776,3.118642008
standard,2.0208143,1.900751444,2.394154049
standardize,0,0,2.5
standardized,2.5,0,0
standby,12.05193394,1.316364786,0
standerd,0,0,2.5
standing,3.321928095,0.624196351,3.093041244
standoffish,2.5,0,0
standout,2.5,0,0
stands,2.512941595,1.202507609,2.904822196
standup,2.5,0,0
stanley,0,0,2.5
stanleytang,0,0,2.5
staple,0,12.62925314,1.285097209
stapled,20,0,0
star,2.421285491,1.660964047,2.276179338
starboard,0,2.5,0
starbucks,0,0,5
starbuuuuuckss,0,0,2.5
starchile,0,0,2.5
stardom,2.5,0,0
stare,0,0,2.5
staring,2.839436794,3.917382327,0
stark,8.00392278,1.660964047,0
starpower,0,0,2.5
starred,0,3.321928095,3.321928095
starrgazr,0,0,2.5
starring,3.321928095,1.660964047,1.660964047
starrkissed,0,0,2.5
stars,0.960252568,2.799975849,3.04708748
starsmodified,0,2.5,0
starspros,0,0,2.5
starsthe,0,0,2.5
start,1.285097209,2.095903274,3.321928095
started,1.435510895,1.767259618,3.596526045
starter,0,6.261707716,1.953570044
starting,1.123118469,2.00331992,3.904216349
startle,2.5,0,0
startled,5,0,0
startling,6.455696236,1.430676558,1
startlingly,0,0,2.5
startrekmovie,0,0,2.5
starts,2.166335163,1.864827227,2.276179338
startup,0,0,5
starvin,0,0,2.5
starving,7.5,0,0
stash,0,0,2.5
stat,0,0,5
stated,1.541298963,3.225964229,1.838005394
stately,10,0,0
states,5.678873587,0,2.095903274
static,2.34759015,2.484548367,1.562869833
staticy,2.5,0,0
stating,0,5,0
stationary,1.107309365,3.321928095,2.34759015
statue,0,0,5
statusmatch,0,2.5,0
statusmatchp,0,0,2.5
stave,2.5,0,0
staxx,0,0,2.5
stay,2.378723006,1.651692063,2.329110415
stayathomem,0,0,2.5
stayed,1,1.430676558,6.455696236
stayi,0,0,2.5
stayin,0,0,2.5
staying,1.49475316,1.660964047,3.689127928
stays,1.03088875,1.183294662,8.00392278
stbernard,0,0,2.5
steadfastly,2.5,0,0
steadily,1.430676558,10.31885116,0
steady,1.022783939,2.305977578,3.587397603
steak,0,0,2.5
steal,1.554115845,1.15566665,5.094382474
stealcompared,0,0,2.5
stealing,6.145250461,0.830482024,1.660964047
steals,7.5,0,0
stealth,0,2.5,0
steamed,2.5,0,0
steaming,7.5,0,0
steampowered,0,0,2.5
steamy,2.5,0,0
stear,0,0,2.5
steardy,0,0,2.5
steep,0,5.678873587,2.095903274
steeped,3.321928095,3.321928095,0
steer,0,0,2.5
steered,0,0,2.5
steering,0,0,2.5
steevdave,0,0,2.5
steeve,0,0,2.5
stefan,0,0,2.5
steinberg,2.5,0,0
stellar,1.660964047,1.285097209,4.271985235
step,1.660964047,3.068863021,1.797583147
steph,0,0,2.5
stephanerdman,0,0,2.5
stephanya,0,0,2.5
stephen,2.512941595,2.512941595,1.430676558
stephendancer,0,0,2.5
stephenfry,0,0,15
stephenrodrick,3.321928095,3.321928095,0
stepped,2.34759015,0,4.899079389
stepping,0.79663977,2.839436794,3.321928095
steps,2.5,0,0
stereo,0,0,42.5
stereotyped,3.321928095,0,3.321928095
stereotypical,2.512941595,4.507575552,0
sterile,0,12.62925314,1.285097209
steve,1.88154218,0.812711509,5.289431441
steven,6.677246972,1.107309365,1.285097209
stevenage,0,0,2.5
stevenbristol,0,0,2.5
stevens,3.321928095,0,3.321928095
stevenson,0,2.5,0
stevetpower,0,0,2.5
steveweber,0,0,2.5
steward,2.5,0,0
stewardess,3.321928095,0,3.321928095
stewart,3.321928095,0,3.321928095
stewie,0,0,2.5
sti,4.742632391,0.897711718,1.953570044
stick,4.430815479,1.501885368,1.38397309
sticking,2.04045724,2.210933339,2.04045724
sticks,1.660964047,0,8.00392278
sticky,0.897711718,2.409793315,3.719611071
stiff,2.644131961,2.329110415,1.472264135
stiffer,0,5.678873587,2.095903274
stifled,2.5,0,0
stifles,2.5,0,0
stifling,7.5,0,0
stiflingly,2.5,0,0
stil,1.430676558,1.430676558,4.507575552
stiletto,0,0,2.5
still,2.762127035,1.535467099,2.147856642
stillborn,5.678873587,2.095903274,0
stilling,5,0,0
stills,0,2.5,0
stillwaiting,2.5,0,0
stilted,20,0,0
stimulate,2.5,0,0
stimulated,0,0,2.5
stimulates,0,3.321928095,3.321928095
stimulating,8.00392278,0,1.660964047
stin,2.5,0,0
sting,3.321928095,1.107309365,2.34759015
stingiest,2.5,0,0
stinging,2.095903274,2.095903274,2.095903274
stink,1.660964047,1.660964047,3.321928095
stinks,14.93723606,1.183294662,0
stir,0,0,2.5
stirred,0,0,2.5
stirring,9.547874667,0.87250287,1.183294662
stirs,5,0,0
stitch,5.678873587,0,2.095903274
stitched,2.095903274,5.678873587,0
stitching,0,0,7.5
stktjxan,2.5,0,0
stl,10.31885116,1.430676558,0
stndby,5,0,0
sto,0,0,2.5
stocked,3.321928095,3.321928095,0
stockholm,0,0,2.5
stocking,1.660964047,0,8.00392278
stod,0,0,2.5
stodgy,2.5,0,0
stoically,0,0,2.5
stoke,0,0,5
stoked,1.53089535,0,9.162168319
stole,3.321928095,1.107309365,2.34759015
stolen,3.321928095,0,3.321928095
stolid,3.321928095,1.660964047,1.660964047
stollen,2.5,0,0
stomach,3.321928095,1.660964047,1.660964047
stomached,2.5,0,0
stomp,0.683808376,3.871796827,2.609489265
stompbox,0,10,0
stomping,0,0,7.5
stomps,2.5,0,0
stonded,0,0,2.5
stone,5.678873587,0,2.095903274
stoned,0,2.5,0
stonehenge,2.5,0,0
stoner,3.321928095,0,3.321928095
stonewalled,2.5,0,0
stood,3.321928095,0.926628408,2.630116867
stoop,1.430676558,10.31885116,0
stooping,5,0,0
stoops,2.5,0,0
stop,2.792761746,1.131869047,2.734068189
stoped,0,2.5,0
stopped,3.85152657,1.486676998,1.601700657
stopper,0,0,2.5
stoppin,0,0,2.5
stopping,3.321928095,1.285097209,2.095903274
stoppingly,2.5,0,0
stops,2.236345833,1.49475316,2.717562738
storage,0,5.678873587,2.095903274
store,0.658538571,3.471438515,2.9203673
stored,0,1.35068935,11.47444617
stories,2.5,0,0
storing,0,0,5
storm,10,0,0
stormy,2.5,0,0
stortelling,2.5,0,0
storytelling,11.70546311,1.03088875,0.87250287
stow,5.678873587,0,2.095903274
stowed,0,0,2.5
stp,0,0,2.5
str,0,0,2.5
straddle,2.5,0,0
straddles,2.5,0,0
straight,2.793804538,1.373916761,2.342929226
straighten,1.660964047,0,8.00392278
straightend,0,2.5,0
straightforward,5.678873587,1.285097209,1.285097209
strain,1,3.321928095,2.512941595
strained,4.11458208,1.838005394,1.183294662
straining,5.678873587,0,2.095903274
strainingly,0,2.5,0
strains,4.507575552,0,2.512941595
strampelt,0,0,2.5
stran,0,0,2.5
strand,17.5,0,0
stranded,33.3742464,0.850274154,0
strandedi,2.5,0,0
stranding,10,0,0
strands,2.5,0,0
strandusindenver,2.5,0,0
strange,2.556193923,1.979610102,1.815186863
strangely,4.507575552,1.256470797,1.613452949
stranger,7.5,0,0
strangest,3.321928095,0,3.321928095
strangling,2.5,0,0
strap,3.90620383,1.291127302,1.795225707
strapinstead,0,0,7.5
straplok,0,0,5
straploks,0,0,5
strapped,0,0,5
straps,0,0,17.5
strat,0,2.839436794,3.917382327
stratacoustic,0,0,2.5
strategic,3.321928095,0,3.321928095
strategically,2.5,0,0
strathclyde,0,0,2.5
stratocaster,0,0,7.5
strats,0,0,2.5
stratsquier,0,0,2.5
strawberry,0,0,5
strawp,0,0,2.5
stray,5.678873587,0,2.095903274
strayed,0,3.321928095,3.321928095
straying,2.5,0,0
strays,3.321928095,3.321928095,0
streaking,0,0,2.5
stream,0,30,0
streamed,2.095903274,2.095903274,2.095903274
streaming,0.724526775,26.46303475,0.724526775
streamline,0,2.095903274,5.678873587
streamlined,5,0,0
streams,0,2.5,0
street,0,2.5,0
strengths,0,0,2.5
strenuous,2.5,0,0
strenuously,5,0,0
stress,3.321928095,0,3.321928095
stressed,4.507575552,1.430676558,1.430676558
stressful,3.321928095,0,3.321928095
stretch,0.664385619,4.899079389,2.156300321
stretched,4.11458208,1.838005394,1.183294662
stretches,2.5,0,0
stretching,1.107309365,1.107309365,8.00392278
stretchy,0,19.54937806,1.047951637
stricken,2.5,0,0
strict,8.00392278,1.660964047,0
strictly,2.630116867,2.630116867,1.285097209
stride,0,0,2.5
strident,0,0,5
strike,4.742632391,0.897711718,1.953570044
strikes,12.62925314,0,1.285097209
striking,5.678873587,1.53089535,1.047951637
strikingly,3.321928095,0,3.321928095
string,1.134496793,1.385526641,5.943973817
stringbending,0,0,2.5
stringed,0,1.388581659,10.8967629
stringently,2.5,0,0
stringes,0,0,2.5
stringing,1.477773672,1.477773672,4.212993519
strings,0,1.892957862,6.55264354
stringsare,0,0,2.5
strip,1.53089535,2.839436794,2.095903274
striping,0,0,2.5
stripped,3.121730467,1.316364786,2.180369549
stripping,3.321928095,0,3.321928095
strips,0,2.5,0
strive,3.321928095,0,3.321928095
strives,5,0,0
striving,3.321928095,0,3.321928095
stro,0,0,2.5
strobecranleigh,0,0,2.5
stroke,0,2.5,0
stroked,2.5,0,0
strokes,5,0,0
strolls,2.5,0,0
strong,1.9660336,1.27792905,3.573461659
stronger,1.53089535,1.797583147,3.321928095
strongest,8.00392278,0,1.660964047
strongly,2.156300321,3.038971288,1.375518225
stronng,0,0,2.5
stroughtonsmith,0,0,2.5
struck,4.11458208,1.183294662,1.838005394
structural,0,10.31885116,1.430676558
structured,3.917382327,1.047951637,2.095903274
structures,2.5,0,0
structuring,2.5,0,0
struggle,2.095903274,2.630116867,1.660964047
struggled,5.678873587,0,2.095903274
struggles,2.5,0,0
struggling,4.507575552,1,1.912489289
strum,1.477773672,1.477773672,4.212993519
strummed,0,10.31885116,1.430676558
strumming,2.375266938,1.359805538,2.779818968
strung,0,4.899079389,2.34759015
strut,2.5,0,0
stt,5,0,0
stu,2.5,0,0
stuart,4.899079389,1.107309365,1.660964047
stubbly,0,0,2.5
stubborn,3.321928095,0,3.321928095
stubbornly,5,0,0
stuc,2.5,0,0
stuck,6.645904629,1.304943196,1.092590615
stucked,2.5,0,0
stuckonaplane,2.5,0,0
stud,0,0,5
studarby,0,0,2.5
studded,2.5,0,0
studen,2.5,0,0
studied,1.430676558,0,10.31885116
studiously,3.321928095,3.321928095,0
studs,0,0,5
study,3.321928095,0,3.321928095
studying,1,0,21.85434533
stuff,0.972735466,1.515032291,6.145250461
stuffed,3.321928095,0,3.321928095
stuffiest,2.5,0,0
stuffing,5,0,0
stuffs,3.321928095,3.321928095,0
stuffy,8.00392278,0,1.660964047
stuk,0,0,2.5
stulittle,0,0,2.5
stultifying,5,0,0
stultifyingly,2.095903274,2.095903274,2.095903274
stumble,3.321928095,1.285097209,2.095903274
stumbled,0,0,7.5
stumbles,2.5,0,0
stunk,0,10,0
stunned,2.095903274,0,5.678873587
stunning,3.001068269,1.838005394,1.660964047
stunningly,5,0,0
stunts,2.5,0,0
stupefying,3.321928095,0,3.321928095
stupendous,0,2.5,0
stupid,4.827990927,1.235810602,1.53968229
stupider,0,3.321928095,3.321928095
stupidest,0,2.5,0
stupidly,2.095903274,2.095903274,2.095903274
stuporously,2.5,0,0
sturdier,0,7.230516926,1.772196759
sturdiest,2.095903274,0,5.678873587
sturdily,0,0,10
sturdy,0.83204912,1.176928063,10.08168389
stuttering,5,0,0
stutts,0,0,2.5
styled,3.321928095,0,3.321928095
stylekid,0,0,2.5
styles,3.321928095,0,3.321928095
styling,3.321928095,0,3.321928095
stylish,7.672608654,0.88469444,1.365385746
stylishly,2.5,0,0
stylistic,8.00392278,1.107309365,1.107309365
stylistically,5,0,0
stylists,0,0,2.5
stylized,3.321928095,1.660964047,1.660964047
stymied,2.5,0,0
su,4.899079389,0,2.34759015
sub,1.183294662,9.547874667,0.87250287
subbed,0,0,2.5
subconscious,2.095903274,2.095903274,2.095903274
subculture,2.5,0,0
subdues,2.5,0,0
subject,6.610797699,1.501101454,0.904559735
subjected,3.321928095,3.321928095,0
subjecting,0,2.5,0
subjective,1.660964047,1.430676558,3.85152657
subjectively,0,0,2.5
subjugate,2.5,0,0
sublime,3.321928095,1.660964047,1.660964047
sublimely,5,0,0
subliminally,2.5,0,0
submarine,5.678873587,2.095903274,0
submerged,2.5,0,0
submerging,2.5,0,0
submi,2.5,0,0
submit,2.717562738,1.183294662,2.717562738
submits,2.5,0,0
submitted,5.419336716,1.570297268,1.066266213
submitting,5.678873587,0,2.095903274
subordinate,2.5,0,0
subpar,8.00392278,1.660964047,0
subs,0,0,2.5
subscribe,0,0,5
subscriber,2.5,0,0
subscribing,0,0,2.5
subsequent,2.095903274,2.095903274,2.095903274
subsequently,1.660964047,1.660964047,3.321928095
subservient,0,2.5,0
subsided,2.5,0,0
subsidize,0,0,2.5
subsidized,0,2.5,0
substance,0,2.5,0
substandard,1.660964047,8.00392278,0
substantial,1.787923614,1.967901602,2.609489265
substantive,2.5,0,0
substitutable,2.5,0,0
substitute,2.717562738,4.11458208,0
substituted,0,0,2.5
substitutes,2.5,0,0
substituting,2.5,0,0
subtext,0,2.5,0
subtitled,5,0,0
subtle,2.793804538,1.097963829,2.793804538
subtler,5.678873587,2.095903274,0
subtlest,2.5,0,0
subtlety,5,0,0
subtly,3.917382327,1.047951637,2.095903274
subtract,0,0,2.5
subtracting,0,0,5
suburban,10.31885116,1.430676558,0
suburbandollar,0,0,2.5
subversive,4.271985235,1.660964047,1.285097209
subway,0,0,5
subzero,2.5,0,0
suc,2.095903274,0,5.678873587
succeed,14.93723606,0.87250287,0.87250287
succeeded,4.507575552,1.430676558,1.430676558
succeeds,9.856330115,1.107309365,0.926628408
successful,4.827990927,1.619957992,1.162333865
successfully,9.162168319,0.88469444,1.205830762
succinct,0,3.321928095,3.321928095
succumb,5,0,0
succumbing,5,0,0
succumbs,7.5,0,0
such,2.722087624,1.415672243,2.342535499
suck,3.417672045,1.327443614,1.986293804
sucked,4.11458208,0,2.717562738
sucker,3.321928095,0,3.321928095
suckered,0,0,2.5
sucking,2.095903274,5.678873587,0
sucks,6.765825726,0.983251936,1.396641523
sucky,0,0,5
sudden,3.054750902,2.595037532,1.075941077
suddenly,1.247454653,1.477773672,5.010714036
sudsy,3.321928095,0,3.321928095
sue,2.095903274,1.285097209,3.321928095
suffer,2.839436794,1.047951637,2.839436794
suffered,12.62925314,0,1.285097209
suffering,5.678873587,0,2.095903274
suffers,4.11458208,2.717562738,0
suffice,0,10.31885116,1.430676558
sufficient,1.075941077,3.054750902,2.595037532
sufficiently,2.512941595,0,4.507575552
suffocate,2.5,0,0
suffocated,0,3.321928095,3.321928095
suffocating,2.5,0,0
suffused,3.321928095,3.321928095,0
sugar,3.321928095,0,3.321928095
sugarcoated,2.5,0,0
sugarman,5,0,0
sugary,8.00392278,1.660964047,0
suge,2.5,0,0
suggest,1.71684302,2.037929695,2.62089128
suggestable,0,10,0
suggested,2.0208143,1.613452949,2.804676782
suggesting,8.00392278,1.660964047,0
suggestive,5,0,0
suggests,3.02120993,1.742065383,1.742065383
suicide,44.89056748,0.768621787,0
suing,0,0,2.5
suit,1.49475316,0.87250287,6.843313779
suitable,1.247454653,1.724781463,4.212993519
suitably,7.5,0,0
suitcase,2.5,0,0
suited,1.772196759,1.554115845,3.321928095
suites,2.5,0,0
sulfur,10,0,0
sulking,2.5,0,0
sum,1.285097209,1.285097209,5.678873587
summarily,0,10,0
summarizes,0,0,2.5
summary,2.839436794,2.095903274,1.53089535
summaryacoustic,10,0,0
summergirl,0,0,2.5
summertime,2.5,0,0
summery,2.5,0,0
summing,0,0,5
summone,0,2.5,0
summons,2.5,0,0
sumofficial,0,0,5
sumptuous,12.5,0,0
sums,0,2.5,0
sun,2.095903274,0,5.678873587
sunbaked,2.5,0,0
sunbasilgarden,0,0,2.5
sunburn,0,0,2.5
sunburst,0,4.11458208,2.717562738
sunburstelectrics,0,0,2.5
sunday,2.869813942,1.162333865,2.609489265
sundays,2.5,0,0
sung,3.321928095,0,3.321928095
sunk,0,2.095903274,5.678873587
sunlight,0,2.5,0
sunn,2.5,0,0
sunndy,0,0,2.5
sunningdale,0,0,2.5
sunnny,0,0,5
sunny,0.937253863,0.937253863,12.24439122
sunscreen,0,2.5,0
sunset,0,3.321928095,3.321928095
sunshine,1.183294662,1.838005394,4.11458208
suntimes,2.5,0,0
sup,5,0,0
super,3.02120993,1.190052366,2.437986967
superb,2.630116867,0,4.271985235
superbly,2.839436794,1.53089535,2.095903274
supercardioid,0,0,2.5
supercharged,0,0,2.5
superficial,8.583280679,1.075941077,1.075941077
superficially,3.321928095,1.660964047,1.660964047
superfluous,5.678873587,2.095903274,0
superglue,0,0,2.5
superhuman,2.5,0,0
superior,1.718636501,1.838005394,2.902793941
superlative,3.321928095,3.321928095,0
superman,0,0,2.5
supernatural,3.917382327,1.047951637,2.095903274
superpoke,0,0,2.5
superstar,3.321928095,0,3.321928095
superstitious,0,0,2.5
superstrat,0,0,2.5
supervisor,9.162168319,0,1.53089535
superwoman,0,0,2.5
suposed,0,0,2.5
supossed,0,0,2.5
supp,5,0,0
supper,0,0,2.5
supple,2.095903274,0,5.678873587
supplemental,0,0,2.5
supplied,1.107309365,0,17.24377353
supply,1.838005394,1.838005394,2.717562738
support,1.402110708,2.035160682,3.171880042
supported,0,5,0
supporting,10.31885116,0.715338279,1.256470797
supportive,0,5.678873587,2.095903274
supports,0,0,7.5
suppose,2.004648763,2.004648763,2.28994035
supposed,5.454294973,0.924157248,1.71709237
supposedly,4.675522919,1.53089535,1.285097209
supposing,0,0,2.5
supra,0,0,2.5
supraluminal,0,0,2.5
supremely,10,0,0
suprise,0,0,5
suprised,0,0,10
suprising,0,0,5
suprisingly,0,0,5
supvsr,2.5,0,0
sur,0,0,7.5
sure,1.914583063,1.643655032,2.909655206
suredoc,0,0,2.5
suree,2.5,0,0
surefire,2.5,0,0
surehanded,2.5,0,0
surely,4.675522919,1.127019975,1.70571118
surest,2.5,0,0
surf,1.430676558,3.662986595,1.742065383
surface,1.047951637,3.917382327,2.095903274
surfacing,0,2.5,0
surfer,0,0,2.5
surfing,1.022783939,6.067583832,1.477773672
surgical,0,5,0
surly,5,0,0
surpass,0,0,2.5
surpassed,0,2.095903274,5.678873587
surpasses,0,0,5
surpised,0,0,2.5
surpri,2.5,0,0
surprise,2.717562738,1.49475316,2.236345833
surprised,1.615265341,0.897711718,6.032273002
surprises,5.678873587,2.095903274,0
surprising,6.102889742,1.305624851,1.183294662
surprisingly,3.168681102,1.621747737,1.782209114
surreal,2.9203673,1.772196759,1.772196759
surrealist,2.5,0,0
surrealistic,2.5,0,0
surrender,2.5,0,0
surrendering,3.321928095,3.321928095,0
surrenders,2.5,0,0
surround,7.5,0,0
surrounded,3.321928095,0,3.321928095
surrounding,3.321928095,2.236345833,1.183294662
surrounds,2.095903274,0,5.678873587
surveyed,2.5,0,0
surveys,5,0,0
surviv,0,0,2.5
survivable,2.5,0,0
survival,3.321928095,0,3.321928095
survive,2.512941595,1.142777131,3.02120993
survived,1.53089535,0,9.162168319
survives,3.321928095,0,3.321928095
surviving,5.678873587,2.095903274,0
susan,1.660964047,1.660964047,3.321928095
susceptible,1.660964047,0,8.00392278
sush,0,0,2.5
sushi,0,10.31885116,1.430676558
susieqtpie,0,0,2.5
suspect,1.022783939,3.08155877,2.66195597
suspected,1.53089535,3.917382327,1.53089535
suspecting,3.321928095,3.321928095,0
suspects,2.5,0,0
suspend,5.678873587,2.095903274,0
suspended,2.512941595,0,4.507575552
suspending,2.5,0,0
suspense,12.62925314,0,1.285097209
suspenseful,8.00392278,1.660964047,0
suspicious,0,0,2.5
suspiciously,3.321928095,3.321928095,0
sustain,2.839436794,1.365385746,2.318229029
sustained,4.742632391,0.897711718,1.953570044
sustaining,0,5.678873587,2.095903274
sustains,2.839436794,1.047951637,2.839436794
sute,0,0,2.5
suuuu,0,0,2.5
suziam,0,0,2.5
suzosusan,0,0,2.5
svc,2.5,0,0
sven,5.678873587,0,2.095903274
svllindia,0,0,2.5
svt,0,0,2.5
svu,0,2.5,0
sw,3.917382327,1.53089535,1.53089535
swa,3.321928095,1.430676558,1.912489289
swab,0,0,2.5
swacu,0,0,2.5
swaggering,0,2.095903274,5.678873587
swaggers,2.5,0,0
swair,2.5,0,0
swallow,6.455696236,1,1.430676558
swallowed,1.660964047,0,8.00392278
swallowing,0,0,2.5
swam,0,0,2.5
swamp,0,2.095903274,5.678873587
swamped,0,3.321928095,3.321928095
swancon,0,0,2.5
swank,5,0,0
swap,0,1.838005394,6.843313779
swapped,1.285097209,1.285097209,5.678873587
swapping,5.678873587,0,2.095903274
swaps,0,0,2.5
swashbuckling,0,5.678873587,2.095903274
sway,1.285097209,1.285097209,5.678873587
swayed,0,0,2.5
swaying,3.321928095,0,3.321928095
swear,1.430676558,2.0208143,3.137168659
swears,0,0,5
sweat,1.430676558,0,10.31885116
sweatier,0,0,2.5
sweating,2.095903274,0,5.678873587
sweatlodge,0,0,2.5
sweaty,0,2.095903274,5.678873587
sweden,0,0,7.5
swedenn,0,0,2.5
swedish,4.507575552,0,2.512941595
swee,0,0,2.5
sweep,0,0,10
sweepable,0,0,2.5
sweeping,17.24377353,0,1.107309365
sweepstakes,2.5,0,0
sweepy,0,0,2.5
sweet,2.083303199,1.025791512,4.007084179
sweetened,0,0,2.5
sweeter,0,5.678873587,2.095903274
sweetest,5.678873587,1.285097209,1.285097209
sweetheart,0,0,5
sweethearts,0,0,2.5
sweetingr,5,0,0
sweetly,17.5,0,0
sweetness,2.5,0,0
swell,0,0,7.5
swelling,0,0,2.5
swept,4.11458208,1.183294662,1.838005394
swet,0,0,2.5
swi,2.5,0,0
swift,0,0,5
swiftly,5,0,0
swill,2.5,0,0
swim,4.507575552,1.430676558,1.430676558
swimming,2.34759015,1.107309365,3.321928095
swims,2.5,0,0
swindle,2.5,0,0
swing,10.78120001,0,1.396641523
swinging,5.678873587,2.095903274,0
swipe,0,5,0
swipes,2.5,0,0
swirl,0,0,2.5
swirling,2.5,0,0
swiss,0,1.430676558,10.31885116
swissfairy,0,0,2.5
switch,2.6751821,2.0208143,1.695416595
switchable,0,0,2.5
switched,2.33571299,1.751920068,2.242838589
switches,2.512941595,0,4.507575552
switching,1.638451126,2.02500087,2.758255203
switchless,0,0,2.5
swivel,0,0,17.5
swiveled,0,0,2.5
swivels,0,0,2.5
swooning,5.678873587,0,2.095903274
swoony,0,2.5,0
swooped,0,0,2.5
swooping,5,0,0
swoose,0,0,2.5
swooshing,0,0,2.5
swu,0,2.5,0
swung,2.5,0,0
sx,0,0,2.5
sxm,5,0,0
sy,2.5,0,0
sybil,0,0,2.5
sychowski,2.5,0,0
sydney,2.095903274,0,5.678873587
syhinfo,0,0,2.5
symbian,0,0,2.5
symbiotic,2.5,0,0
symbolic,10.31885116,1.430676558,0
symbolically,2.5,0,0
symfony,0,0,2.5
symmetrical,0,2.5,0
symmetrically,0,0,2.5
sympathay,0,0,2.5
sympathetic,11.47444617,1.35068935,0
sympathetically,0,2.5,0
sympathize,5,0,0
sympathizing,2.5,0,0
sympathy,5.678873587,1.285097209,1.285097209
symptom,2.5,0,0
symptoms,0,0,2.5
sync,3.321928095,3.321928095,0
synced,0,0,2.5
synching,2.095903274,2.095903274,2.095903274
synchronized,0,2.5,0
