,negative,neutral,positive,total
dissipated,1.0,0.0,0.0,1.0
dissipates,0.0,4.0,1.0,5.0
dissolved,0.0,0.0,1.0,1.0
dissolves,0.0,1.0,0.0,1.0
dissolving,0.0,0.0,1.0,1.0
disspointed,1.0,0.0,0.0,1.0
dissuaded,0.0,4.0,0.0,4.0
distance,1.0,0.0,1.0,2.0
distanced,2.0,1.0,0.0,3.0
distancing,0.0,1.0,0.0,1.0
distant,4.0,1.0,0.0,5.0
distasteful,4.0,1.0,1.0,6.0
distended,0.0,0.0,1.0,1.0
distilled,19.0,0.0,11.0,30.0
distinct,12.0,5.0,5.0,22.0
distinctive,5.0,2.0,4.0,11.0
distinctly,5.0,4.0,2.0,11.0
distinguish,2.0,2.0,1.0,5.0
distinguishable,1.0,0.0,0.0,1.0
distinguished,4.0,1.0,1.0,6.0
distinguishes,1.0,1.0,1.0,3.0
distinguishing,1.0,0.0,0.0,1.0
distort,1.0,0.0,3.0,4.0
distorted,4.0,12.0,19.0,35.0
distorting,0.0,0.0,1.0,1.0
distortion,0.0,4.0,3.0,7.0
distorts,17.0,8.0,2.0,27.0
distract,3.0,0.0,1.0,4.0
distracted,2.0,1.0,4.0,7.0
distracting,2.0,1.0,4.0,7.0
distractingly,0.0,0.0,1.0,1.0
distressed,0.0,1.0,1.0,2.0
distressingly,1.0,0.0,0.0,1.0
distribute,0.0,4.0,0.0,4.0
distributed,4.0,0.0,0.0,4.0
distributing,0.0,0.0,1.0,1.0
disturb,3.0,0.0,1.0,4.0
disturbed,2.0,0.0,2.0,4.0
disturbing,9.0,13.0,6.0,28.0
disturbingly,1.0,2.0,0.0,3.0
disturbs,0.0,1.0,1.0,2.0
ditch,0.0,0.0,1.0,1.0
ditched,2.0,0.0,0.0,2.0
dithering,0.0,1.0,0.0,1.0
ditsy,1.0,0.0,0.0,1.0
ditto,0.0,0.0,2.0,2.0
ditty,1.0,0.0,0.0,1.0
div,1.0,0.0,0.0,1.0
diva,0.0,1.0,0.0,1.0
divadapouch,0.0,0.0,1.0,1.0
dive,1.0,0.0,6.0,7.0
dived,0.0,1.0,0.0,1.0
diverged,1.0,0.0,0.0,1.0
diverges,1.0,0.0,0.0,1.0
diverse,6.0,1.0,4.0,11.0
divert,1.0,0.0,0.0,1.0
diverted,4.0,5.0,2.0,11.0
diverting,14.0,3.0,1.0,18.0
divertingly,0.0,1.0,0.0,1.0
dives,0.0,2.0,0.0,2.0
divide,0.0,2.0,1.0,3.0
divided,1.0,0.0,2.0,3.0
divine,4.0,4.0,3.0,11.0
divining,0.0,1.0,0.0,1.0
divorced,0.0,1.0,0.0,1.0
dixon,0.0,0.0,2.0,2.0
dizzily,1.0,0.0,0.0,1.0
dizzy,0.0,0.0,1.0,1.0
dizzying,0.0,0.0,3.0,3.0
dj,0.0,0.0,11.0,11.0
djdatz,0.0,0.0,1.0,1.0
djdrizzle,0.0,0.0,1.0,1.0
djedski,0.0,0.0,1.0,1.0
djeinaba,1.0,0.0,0.0,1.0
djing,0.0,0.0,1.0,1.0
djkyle,0.0,0.0,1.0,1.0
djs,0.0,0.0,1.0,1.0
dl,1.0,0.0,1.0,2.0
dlr,0.0,0.0,1.0,1.0
dm,56.0,40.0,20.0,116.0
dmackintosh,0.0,0.0,1.0,1.0
dmd,0.0,1.0,0.0,1.0
dmed,2.0,4.0,2.0,8.0
dmf,0.0,0.0,1.0,1.0
dming,4.0,0.0,1.0,5.0
dmk,0.0,0.0,1.0,1.0
dmoukdarath,1.0,0.0,0.0,1.0
dms,0.0,0.0,3.0,3.0
dna,0.0,4.0,0.0,4.0
dnt,0.0,1.0,1.0,2.0
do,1683.0,1287.0,1988.0,4958.0
doa,1.0,0.0,0.0,1.0
doable,0.0,0.0,1.0,1.0
dobetter,1.0,0.0,0.0,1.0
doc,0.0,5.0,2.0,7.0
docs,0.0,1.0,0.0,1.0
doctored,0.0,0.0,2.0,2.0
docu,2.0,0.0,0.0,2.0
document,2.0,1.0,1.0,4.0
documentary,25.0,8.0,1.0,34.0
documented,1.0,0.0,0.0,1.0
documenting,1.0,0.0,0.0,1.0
dod,0.0,0.0,2.0,2.0
doddering,0.0,0.0,1.0,1.0
dodgiest,0.0,0.0,1.0,1.0
dodging,0.0,0.0,1.0,1.0
dodgy,1.0,0.0,0.0,1.0
doe,0.0,0.0,2.0,2.0
does,1046.0,788.0,912.0,2746.0
doesn,2.0,1.0,1.0,4.0
doesnt,3.0,5.0,11.0,19.0
dog,4.0,2.0,4.0,10.0
dogbuckeye,1.0,0.0,0.0,1.0
dogged,0.0,0.0,2.0,2.0
doggie,1.0,0.0,0.0,1.0
dogtown,3.0,2.0,0.0,5.0
doh,1.0,0.0,2.0,3.0
doi,0.0,0.0,2.0,2.0
doin,2.0,0.0,4.0,6.0
doing,112.0,67.0,193.0,372.0
doits,0.0,0.0,1.0,1.0
doityourselfs,0.0,0.0,1.0,1.0
doke,0.0,0.0,1.0,1.0
dolby,1.0,0.0,0.0,1.0
doled,0.0,0.0,1.0,1.0
doles,1.0,0.0,0.0,1.0
doll,0.0,0.0,1.0,1.0
dolla,1.0,0.0,0.0,1.0
dolled,0.0,0.0,1.0,1.0
dolly,1.0,0.0,0.0,1.0
dolman,1.0,0.0,0.0,1.0
dolorous,1.0,0.0,0.0,1.0
dolphin,1.0,0.0,0.0,1.0
doltish,1.0,0.0,0.0,1.0
domdingelom,0.0,0.0,1.0,1.0
domestic,16.0,13.0,3.0,32.0
domesticated,0.0,0.0,1.0,1.0
dominant,2.0,0.0,0.0,2.0
dominate,2.0,0.0,2.0,4.0
dominated,3.0,0.0,0.0,3.0
dominates,0.0,0.0,1.0,1.0
domineering,1.0,0.0,0.0,1.0
dominican,0.0,2.0,0.0,2.0
dominick,0.0,0.0,1.0,1.0
don,13.0,10.0,6.0,29.0
donate,0.0,1.0,1.0,2.0
donde,0.0,0.0,1.0,1.0
done,135.0,82.0,212.0,429.0
donegnor,0.0,0.0,1.0,1.0
dong,5.0,2.0,1.0,8.0
donkey,1.0,0.0,1.0,2.0
donniewahlberg,0.0,0.0,4.0,4.0
donovan,1.0,0.0,0.0,1.0
dont,17.0,38.0,47.0,102.0
donuts,1.0,0.0,1.0,2.0
doo,1.0,0.0,1.0,2.0
doodled,1.0,0.0,0.0,1.0
doodling,0.0,1.0,0.0,1.0
doomed,2.0,0.0,3.0,5.0
doomsday,0.0,0.0,1.0,1.0
door,1.0,0.0,1.0,2.0
dope,1.0,0.0,1.0,2.0
dopey,2.0,0.0,0.0,2.0
doris,1.0,0.0,0.0,1.0
doritos,0.0,0.0,1.0,1.0
dorkier,1.0,0.0,0.0,1.0
dormant,0.0,1.0,1.0,2.0
dormer,0.0,0.0,1.0,1.0
dorns,0.0,0.0,1.0,1.0
dorset,0.0,0.0,1.0,1.0
dos,0.0,0.0,2.0,2.0
dose,0.0,0.0,2.0,2.0
dot,1.0,2.0,1.0,4.0
doting,1.0,0.0,0.0,1.0
dotmariusz,0.0,0.0,1.0,1.0
dotted,1.0,0.0,0.0,1.0
double,21.0,17.0,52.0,90.0
doubled,0.0,1.0,3.0,4.0
doubles,0.0,0.0,1.0,1.0
doublesided,0.0,0.0,1.0,1.0
doubling,0.0,0.0,2.0,2.0
doubt,13.0,0.0,4.0,17.0
doubted,0.0,0.0,1.0,1.0
doubtful,3.0,0.0,0.0,3.0
doubtless,0.0,1.0,1.0,2.0
doug,1.0,0.0,2.0,3.0
dougiamas,0.0,0.0,1.0,1.0
dougie,0.0,0.0,6.0,6.0
dougiemcfly,0.0,0.0,3.0,3.0
douglas,1.0,0.0,0.0,1.0
doumented,1.0,0.0,0.0,1.0
dour,1.0,0.0,0.0,1.0
douse,0.0,0.0,1.0,1.0
dover,2.0,0.0,0.0,2.0
dow,1.0,0.0,0.0,1.0
down,106.0,39.0,90.0,235.0
downbeat,3.0,0.0,0.0,3.0
downer,0.0,1.0,0.0,1.0
downgrad,1.0,0.0,0.0,1.0
downgrading,2.0,0.0,1.0,3.0
downhill,3.0,0.0,0.0,3.0
downing,0.0,1.0,0.0,1.0
download,2.0,55.0,8.0,65.0
downloaded,0.0,15.0,15.0,30.0
downloading,0.0,9.0,8.0,17.0
downloads,0.0,2.0,0.0,2.0
downplaying,1.0,0.0,0.0,1.0
downplays,1.0,0.0,0.0,1.0
downright,12.0,1.0,2.0,15.0
downside,0.0,1.0,2.0,3.0
downsizing,1.0,0.0,0.0,1.0
downtown,4.0,0.0,3.0,7.0
downward,3.0,0.0,1.0,4.0
dowse,0.0,0.0,1.0,1.0
doze,3.0,0.0,0.0,3.0
dozing,1.0,0.0,0.0,1.0
dps,0.0,0.0,3.0,3.0
dpt,2.0,0.0,0.0,2.0
dpted,1.0,0.0,0.0,1.0
dr,1.0,5.0,13.0,19.0
drab,3.0,2.0,0.0,5.0
drably,1.0,0.0,0.0,1.0
dracos,0.0,0.0,1.0,1.0
drag,11.0,2.0,4.0,17.0
dragged,3.0,0.0,1.0,4.0
dragging,0.0,0.0,6.0,6.0
dragon,1.0,2.0,0.0,3.0
dragonball,0.0,0.0,1.0,1.0
drags,7.0,1.0,0.0,8.0
drain,1.0,2.0,3.0,6.0
drained,1.0,1.0,2.0,4.0
draining,0.0,1.0,0.0,1.0
drains,2.0,5.0,1.0,8.0
drama,2.0,1.0,1.0,4.0
dramas,0.0,1.0,0.0,1.0
dramatic,41.0,7.0,12.0,60.0
dramatically,9.0,6.0,5.0,20.0
dramatize,1.0,0.0,0.0,1.0
dramatized,2.0,0.0,0.0,2.0
dramatizing,1.0,1.0,0.0,2.0
dramtically,0.0,0.0,1.0,1.0
drank,0.0,0.0,3.0,3.0
drastic,1.0,0.0,4.0,5.0
drastically,0.0,4.0,5.0,9.0
draw,3.0,4.0,7.0,14.0
drawback,0.0,0.0,2.0,2.0
drawing,17.0,2.0,6.0,25.0
drawling,1.0,0.0,0.0,1.0
drawn,8.0,2.0,4.0,14.0
draws,5.0,6.0,0.0,11.0
drbaher,0.0,0.0,1.0,1.0
drchristopher,0.0,0.0,1.0,1.0
dre,0.0,0.0,1.0,1.0
dread,1.0,1.0,1.0,3.0
dreaded,1.0,1.0,1.0,3.0
dreadful,6.0,1.0,1.0,8.0
dreadfully,2.0,0.0,0.0,2.0
dreading,1.0,0.0,0.0,1.0
dreadknot,0.0,0.0,1.0,1.0
dreadnaught,0.0,0.0,2.0,2.0
dreadnought,0.0,0.0,2.0,2.0
dream,2.0,2.0,7.0,11.0
dreamed,2.0,0.0,4.0,6.0
dreaming,1.0,0.0,2.0,3.0
dreams,2.0,0.0,1.0,3.0
dreamy,1.0,0.0,0.0,1.0
dreary,13.0,4.0,2.0,19.0
dredge,1.0,0.0,0.0,1.0
dreese,0.0,0.0,1.0,1.0
dreifing,0.0,0.0,1.0,1.0
dremeling,0.0,0.0,1.0,1.0
drenched,4.0,2.0,0.0,6.0
dress,1.0,1.0,4.0,6.0
dressed,5.0,0.0,6.0,11.0
dresses,1.0,0.0,2.0,3.0
dressing,1.0,0.0,2.0,3.0
drew,3.0,0.0,3.0,6.0
dridi,0.0,1.0,0.0,1.0
dried,0.0,0.0,3.0,3.0
drier,0.0,0.0,1.0,1.0
dries,0.0,0.0,5.0,5.0
driftered,0.0,0.0,1.0,1.0
drifts,1.0,0.0,0.0,1.0
drill,8.0,8.0,29.0,45.0
drilled,0.0,0.0,2.0,2.0
drilling,0.0,4.0,8.0,12.0
drin,0.0,0.0,1.0,1.0
drink,7.0,3.0,14.0,24.0
drinking,1.0,0.0,16.0,17.0
drinks,2.0,0.0,0.0,2.0
drip,18.0,0.0,4.0,22.0
dripping,19.0,4.0,3.0,26.0
drish,0.0,0.0,3.0,3.0
drive,22.0,12.0,16.0,50.0
driven,11.0,9.0,2.0,22.0
driver,3.0,0.0,3.0,6.0
drives,3.0,2.0,2.0,7.0
driving,9.0,6.0,17.0,32.0
drizzle,0.0,0.0,1.0,1.0
drjackdr,0.0,0.0,1.0,1.0
drone,1.0,0.0,0.0,1.0
droning,1.0,0.0,0.0,1.0
drooling,2.0,0.0,2.0,4.0
drooping,0.0,4.0,0.0,4.0
drop,22.0,18.0,46.0,86.0
droping,0.0,0.0,1.0,1.0
dropped,23.0,12.0,19.0,54.0
droppedi,1.0,0.0,0.0,1.0
dropping,6.0,6.0,11.0,23.0
droppingly,3.0,0.0,0.0,3.0
drops,1.0,5.0,2.0,8.0
drove,6.0,0.0,2.0,8.0
drown,3.0,0.0,0.0,3.0
drowned,4.0,0.0,1.0,5.0
drowning,1.0,0.0,2.0,3.0
drowns,2.0,1.0,1.0,4.0
drowsy,1.0,0.0,0.0,1.0
drsecret,0.0,0.0,1.0,1.0
dru,0.0,0.0,1.0,1.0
druggy,2.0,0.0,0.0,2.0
drum,0.0,4.0,19.0,23.0
drummer,0.0,0.0,2.0,2.0
drumming,1.0,0.0,2.0,3.0
drumset,0.0,0.0,1.0,1.0
drunk,5.0,0.0,4.0,9.0
drunken,1.0,0.0,2.0,3.0
drunknmunky,0.0,0.0,1.0,1.0
drupal,0.0,0.0,1.0,1.0
drvrugby,1.0,0.0,0.0,1.0
dry,87.0,11.0,47.0,145.0
dryer,0.0,0.0,1.0,1.0
drying,1.0,0.0,6.0,7.0
dryness,0.0,0.0,1.0,1.0
drywall,0.0,0.0,2.0,2.0
ds,12.0,0.0,3.0,15.0
dsiegel,0.0,0.0,1.0,1.0
dsm,2.0,0.0,0.0,2.0
dsquared,0.0,0.0,1.0,1.0
dt,0.0,0.0,1.0,1.0
dtmafiaofficial,0.0,0.0,1.0,1.0
dtw,1.0,2.0,0.0,3.0
du,2.0,0.0,0.0,2.0
dual,10.0,9.0,16.0,35.0
dualistic,1.0,0.0,0.0,1.0
duanestorey,0.0,0.0,1.0,1.0
dub,1.0,1.0,0.0,2.0
dubai,1.0,0.0,0.0,1.0
dubbed,4.0,0.0,0.0,4.0
dubbing,0.0,0.0,3.0,3.0
dubious,5.0,1.0,1.0,7.0
dublin,1.0,0.0,0.0,1.0
dubose,0.0,0.0,1.0,1.0
dubtheatrefest,0.0,0.0,1.0,1.0
dubya,0.0,0.0,1.0,1.0
duccky,0.0,0.0,1.0,1.0
duck,2.0,0.0,3.0,5.0
duckling,1.0,0.0,0.0,1.0
ducky,0.0,0.0,1.0,1.0
dud,6.0,4.0,0.0,10.0
dude,2.0,0.0,9.0,11.0
dudes,0.0,0.0,1.0,1.0
duds,0.0,0.0,1.0,1.0
dudsville,1.0,0.0,0.0,1.0
due,221.0,80.0,61.0,362.0
duel,0.0,0.0,1.0,1.0
duet,0.0,0.0,1.0,1.0
duffle,0.0,1.0,0.0,1.0
duh,1.0,5.0,1.0,7.0
dui,0.0,0.0,1.0,1.0
dujourmag,0.0,0.0,1.0,1.0
duke,1.0,1.0,2.0,4.0
duking,1.0,0.0,0.0,1.0
dull,58.0,15.0,24.0,97.0
dulled,1.0,1.0,0.0,2.0
dullest,4.0,0.0,0.0,4.0
dullingly,1.0,0.0,0.0,1.0
dulls,1.0,0.0,1.0,2.0
dultch,1.0,0.0,0.0,1.0
dulux,0.0,0.0,1.0,1.0
duly,1.0,0.0,0.0,1.0
dumas,2.0,0.0,0.0,2.0
dumb,39.0,16.0,11.0,66.0
dumbblondy,0.0,0.0,1.0,1.0
dumbed,4.0,1.0,0.0,5.0
dumbeddown,0.0,0.0,1.0,1.0
dumber,0.0,1.0,0.0,1.0
dumbest,0.0,1.0,1.0,2.0
dumbfoundingly,0.0,0.0,1.0,1.0
dump,0.0,0.0,1.0,1.0
dumped,3.0,0.0,2.0,5.0
dumping,1.0,0.0,3.0,4.0
duncan,0.0,4.0,6.0,10.0
dundrum,0.0,0.0,1.0,1.0
dunk,0.0,0.0,1.0,1.0
dunkin,0.0,0.0,1.0,1.0
dunkroos,0.0,0.0,1.0,1.0
dunlap,0.0,0.0,1.0,1.0
dunlop,28.0,24.0,34.0,86.0
dunlops,0.0,0.0,1.0,1.0
dunno,1.0,5.0,3.0,9.0
dunst,1.0,0.0,0.0,1.0
dupe,1.0,0.0,0.0,1.0
duped,2.0,0.0,0.0,2.0
duplicate,1.0,0.0,0.0,1.0
durability,0.0,0.0,1.0,1.0
durabilitythe,0.0,0.0,1.0,1.0
durable,10.0,39.0,119.0,168.0
duracell,0.0,4.0,0.0,4.0
durango,0.0,1.0,0.0,1.0
durning,0.0,4.0,0.0,4.0
duryee,0.0,0.0,1.0,1.0
dust,4.0,4.0,4.0,12.0
dusted,0.0,0.0,2.0,2.0
dusty,1.0,1.0,0.0,2.0
dutch,0.0,0.0,1.0,1.0
dutiful,3.0,0.0,0.0,3.0
dutifully,1.0,0.0,0.0,1.0
dvd,2.0,0.0,1.0,3.0
dvr,1.0,0.0,2.0,3.0
dwarfs,0.0,1.0,0.0,1.0
dwell,1.0,0.0,1.0,2.0
dxb,0.0,1.0,0.0,1.0
dxvmx,0.0,0.0,1.0,1.0
dying,10.0,0.0,4.0,14.0
dylan,1.0,0.0,0.0,1.0
dynamic,21.0,5.0,36.0,62.0
dynamically,0.0,0.0,1.0,1.0
dynamicquest,0.0,0.0,1.0,1.0
dynamite,0.0,1.0,0.0,1.0
dynamited,1.0,0.0,0.0,1.0
dysfunctional,8.0,1.0,1.0,10.0
dysfunctionally,1.0,0.0,0.0,1.0
dyspeptic,0.0,1.0,0.0,1.0
dystopian,1.0,0.0,0.0,1.0
ea,1.0,0.0,4.0,5.0
eager,5.0,2.0,0.0,7.0
eagerly,0.0,1.0,0.0,1.0
ean,0.0,0.0,1.0,1.0
eanddportal,0.0,0.0,1.0,1.0
ear,2.0,4.0,17.0,23.0
earlier,53.0,28.0,36.0,117.0
earliest,1.0,0.0,2.0,3.0
early,74.0,18.0,77.0,169.0
earlybird,1.0,0.0,0.0,1.0
earn,11.0,3.0,2.0,16.0
earned,9.0,10.0,5.0,24.0
earnedmyb,0.0,0.0,1.0,1.0
earnest,24.0,4.0,2.0,30.0
earnestly,0.0,5.0,0.0,5.0
earnhart,0.0,1.0,0.0,1.0
earnie,0.0,0.0,2.0,2.0
earning,0.0,2.0,1.0,3.0
earns,2.0,2.0,2.0,6.0
earom,0.0,0.0,1.0,1.0
earth,4.0,1.0,1.0,6.0
earthbound,0.0,1.0,0.0,1.0
earthly,1.0,0.0,0.0,1.0
earthshaking,0.0,1.0,0.0,1.0
earthy,1.0,0.0,1.0,2.0
ease,0.0,0.0,1.0,1.0
eased,0.0,0.0,1.0,1.0
eash,0.0,0.0,1.0,1.0
easie,0.0,0.0,2.0,2.0
easier,14.0,65.0,126.0,205.0
easiest,1.0,5.0,10.0,16.0
easilly,0.0,0.0,2.0,2.0
easily,102.0,92.0,197.0,391.0
easilydiscovered,0.0,0.0,1.0,1.0
easing,0.0,0.0,1.0,1.0
easly,0.0,0.0,1.0,1.0
east,7.0,2.0,3.0,12.0
easter,0.0,0.0,14.0,14.0
eastern,4.0,5.0,2.0,11.0
eastwood,1.0,0.0,1.0,2.0
easy,93.0,245.0,462.0,800.0
easygoing,0.0,0.0,1.0,1.0
easyt,0.0,0.0,1.0,1.0
eat,14.0,2.0,32.0,48.0
eated,0.0,0.0,1.0,1.0
eaten,1.0,0.0,5.0,6.0
eating,3.0,1.0,36.0,40.0
eats,2.0,4.0,5.0,11.0
eatser,0.0,0.0,1.0,1.0
eatsleepdraw,0.0,0.0,1.0,1.0
eavesdropping,0.0,0.0,1.0,1.0
eb,0.0,4.0,0.0,4.0
ebay,4.0,0.0,0.0,4.0
ebg,0.0,0.0,1.0,1.0
ebony,0.0,0.0,2.0,2.0
ebow,0.0,0.0,3.0,3.0
ebullient,2.0,0.0,0.0,2.0
ec,0.0,0.0,1.0,1.0
eccentric,7.0,6.0,0.0,13.0
echo,0.0,33.0,9.0,42.0
echoes,1.0,0.0,1.0,2.0
echt,0.0,0.0,1.0,1.0
eckstraordinarily,1.0,0.0,0.0,1.0
eclipse,1.0,0.0,0.0,1.0
eclipses,1.0,0.0,0.0,1.0
eco,0.0,1.0,0.0,1.0
ecological,2.0,0.0,0.0,2.0
ecologically,0.0,1.0,0.0,1.0
econ,1.0,0.0,0.0,1.0
economic,4.0,0.0,2.0,6.0
economical,4.0,0.0,12.0,16.0
economically,0.0,0.0,2.0,2.0
ecr,0.0,0.0,1.0,1.0
ecstatic,0.0,0.0,3.0,3.0
ect,0.0,1.0,0.0,1.0
ed,5.0,1.0,9.0,15.0
eddie,26.0,0.0,1.0,27.0
edent,0.0,0.0,1.0,1.0
edentrepreneur,0.0,0.0,1.0,1.0
edge,0.0,1.0,2.0,3.0
edged,2.0,0.0,2.0,4.0
edges,0.0,0.0,1.0,1.0
edgesmash,0.0,0.0,1.0,1.0
edgy,6.0,4.0,3.0,13.0
edh,0.0,0.0,1.0,1.0
edifying,1.0,0.0,0.0,1.0
edinburgh,2.0,0.0,0.0,2.0
edintfest,0.0,0.0,1.0,1.0
edit,0.0,10.0,7.0,17.0
edited,8.0,1.0,3.0,12.0
editing,10.0,1.0,6.0,17.0
edits,1.0,0.0,0.0,1.0
edlectronic,0.0,0.0,1.0,1.0
edmund,1.0,0.0,0.0,1.0
edreams,1.0,0.0,0.0,1.0
educate,2.0,0.0,2.0,4.0
educated,0.0,0.0,2.0,2.0
educates,1.0,0.0,0.0,1.0
educational,4.0,6.0,2.0,12.0
edward,3.0,0.0,2.0,5.0
edwardcullen,0.0,0.0,1.0,1.0
eee,0.0,0.0,1.0,1.0
eeeeee,0.0,0.0,1.0,1.0
eek,0.0,0.0,1.0,1.0
eeoor,0.0,0.0,1.0,1.0
eerie,2.0,1.0,0.0,3.0
eerily,3.0,0.0,0.0,3.0
eff,0.0,0.0,2.0,2.0
effected,0.0,0.0,2.0,2.0
effecting,1.0,0.0,1.0,2.0
effective,47.0,8.0,28.0,83.0
effectively,5.0,5.0,8.0,18.0
effed,0.0,0.0,1.0,1.0
effedifiknow,0.0,0.0,1.0,1.0
efficient,2.0,7.0,12.0,21.0
efficiently,3.0,1.0,0.0,4.0
effin,1.0,0.0,0.0,1.0
effing,1.0,0.0,1.0,2.0
effortless,1.0,0.0,4.0,5.0
effortlessly,27.0,0.0,2.0,29.0
effyobie,0.0,0.0,2.0,2.0
efng,0.0,0.0,1.0,1.0
efohl,0.0,0.0,1.0,1.0
efron,0.0,0.0,1.0,1.0
ege,1.0,0.0,0.0,1.0
egerton,0.0,0.0,1.0,1.0
eggplant,0.0,0.0,1.0,1.0
egotistical,0.0,0.0,1.0,1.0
egoyan,3.0,3.0,0.0,6.0
egregious,2.0,0.0,0.0,2.0
egregiously,1.0,0.0,0.0,1.0
egs,0.0,0.0,1.0,1.0
egyptian,0.0,1.0,0.0,1.0
eh,0.0,1.0,4.0,5.0
ehh,0.0,0.0,1.0,1.0
ehhh,0.0,1.0,0.0,1.0
ehoust,0.0,0.0,1.0,1.0
ehx,0.0,0.0,1.0,1.0
eightfive,0.0,0.0,1.0,1.0
eighth,2.0,0.0,4.0,6.0
eileen,1.0,0.0,0.0,1.0
eisenberg,0.0,0.0,1.0,1.0
eisenstein,1.0,0.0,0.0,1.0
either,19.0,5.0,23.0,47.0
eivindj,0.0,0.0,1.0,1.0
ej,0.0,0.0,1.0,1.0
ejacqui,1.0,0.0,0.0,1.0
ejected,0.0,0.0,1.0,1.0
ek,0.0,0.0,1.0,1.0
eke,1.0,0.0,0.0,1.0
ekkoh,0.0,0.0,1.0,1.0
eko,4.0,0.0,1.0,5.0
el,5.0,0.0,3.0,8.0
elaborate,8.0,2.0,1.0,11.0
elan,0.0,0.0,1.0,1.0
elanorelle,0.0,0.0,1.0,1.0
elapse,0.0,1.0,0.0,1.0
elastic,0.0,5.0,8.0,13.0
elbiddulph,0.0,0.0,1.0,1.0
elbow,0.0,0.0,2.0,2.0
elbowed,1.0,0.0,0.0,1.0
elbows,0.0,1.0,0.0,1.0
elder,0.0,1.0,0.0,1.0
elderly,3.0,6.0,2.0,11.0
eldritch,1.0,0.0,0.0,1.0
elec,0.0,0.0,1.0,1.0
elect,1.0,0.0,0.0,1.0
elected,1.0,0.0,0.0,1.0
electic,0.0,0.0,2.0,2.0
electoral,1.0,0.0,0.0,1.0
electra,1.0,0.0,0.0,1.0
electret,0.0,0.0,2.0,2.0
electric,75.0,102.0,217.0,394.0
electrical,1.0,8.0,6.0,15.0
electrically,0.0,0.0,1.0,1.0
electrician,0.0,0.0,1.0,1.0
electrified,0.0,0.0,2.0,2.0
electro,0.0,0.0,6.0,6.0
electromagnetic,0.0,0.0,1.0,1.0
electronic,2.0,10.0,13.0,25.0
electronically,0.0,1.0,2.0,3.0
electrostatic,18.0,0.0,1.0,19.0
eleesha,0.0,0.0,1.0,1.0
elegant,32.0,3.0,2.0,37.0
elegantly,6.0,1.0,0.0,7.0
elegiac,1.0,0.0,0.0,1.0
elegiacally,0.0,1.0,0.0,1.0
elemental,1.0,0.0,1.0,2.0
elementary,0.0,1.0,1.0,2.0
elementsofjazz,0.0,0.0,1.0,1.0
eleonora,1.0,0.0,0.0,1.0
eleonoraelitoday,0.0,0.0,1.0,1.0
elephant,1.0,0.0,2.0,3.0
elevate,4.0,0.0,0.0,4.0
elevated,3.0,1.0,1.0,5.0
elevates,3.0,1.0,0.0,4.0
elevateuser,1.0,0.0,0.0,1.0
elevating,0.0,0.0,1.0,1.0
eleven,1.0,0.0,3.0,4.0
elfriede,2.0,0.0,0.0,2.0
eli,0.0,0.0,2.0,2.0
elicit,2.0,0.0,0.0,2.0
elicited,1.0,0.0,0.0,1.0
eligible,1.0,1.0,3.0,5.0
elimiate,0.0,0.0,1.0,1.0
eliminate,0.0,8.0,14.0,22.0
eliminated,18.0,0.0,3.0,21.0
eliminates,0.0,0.0,3.0,3.0
eliminating,1.0,4.0,3.0,8.0
elisabeth,0.0,0.0,1.0,1.0
elise,1.0,0.0,0.0,1.0
elite,6.0,2.0,1.0,9.0
elixer,0.0,0.0,2.0,2.0
elixir,12.0,24.0,45.0,81.0
elixirs,0.0,0.0,7.0,7.0
elixirstring,0.0,0.0,2.0,2.0
elizabeth,4.0,2.0,0.0,6.0
elizabethashlee,0.0,0.0,1.0,1.0
elizabethpw,0.0,0.0,1.0,1.0
ella,0.0,0.0,1.0,1.0
ellahenderson,1.0,0.0,0.0,1.0
elleduncan,0.0,0.0,1.0,1.0
ellen,1.0,0.0,2.0,3.0
ellie,0.0,0.0,2.0,2.0
elling,4.0,2.0,1.0,7.0
elliot,0.0,0.0,1.0,1.0
elliott,0.0,1.0,0.0,1.0
elliottcable,0.0,0.0,1.0,1.0
elliptical,0.0,4.0,1.0,5.0
elliptically,1.0,0.0,0.0,1.0
elm,2.0,0.0,0.0,2.0
elmardc,0.0,0.0,1.0,1.0
elmer,0.0,1.0,1.0,2.0
elmira,1.0,0.0,0.0,1.0
elmore,0.0,1.0,0.0,1.0
elongated,0.0,0.0,1.0,1.0
eloquent,5.0,0.0,0.0,5.0
eloquently,4.0,0.0,0.0,4.0
elp,0.0,0.0,1.0,1.0
else,144.0,87.0,121.0,352.0
elsewhere,23.0,26.0,9.0,58.0
elstree,0.0,0.0,1.0,1.0
elton,0.0,0.0,1.0,1.0
elude,1.0,0.0,0.0,1.0
eludes,1.0,0.0,0.0,1.0
elusive,5.0,0.0,3.0,8.0
elvira,0.0,1.0,0.0,1.0
elvis,2.0,0.0,2.0,4.0
elysian,1.0,0.0,2.0,3.0
em,6.0,6.0,18.0,30.0
emaciated,1.0,0.0,0.0,1.0
emai,1.0,1.0,0.0,2.0
email,29.0,25.0,19.0,73.0
emailed,14.0,9.0,4.0,27.0
emailing,3.0,0.0,1.0,4.0
emailmailto,1.0,0.0,0.0,1.0
emails,2.0,3.0,0.0,5.0
emb,1.0,0.0,0.0,1.0
embalmed,1.0,0.0,0.0,1.0
embark,0.0,0.0,1.0,1.0
