,negative,neutral,positive
stoller,2.5,0,0
stolt,0,0,2.5
stoltz,4.507575552,0,2.512941595
stoltzman,2.5,0,0
stolz,0,0,2.5
stomach,5.931084206,0.485272504,1.982571847
stomp,2.207566068,1.22388637,3.276690759
stompbox,0,10,0
stomper,2.095903274,0,5.678873587
stompi,2.5,0,0
stompier,0,0,2.5
stomu,0,0,2.5
stone,4.553405035,0.437100815,2.45707407
stonechild,0,0,2.5
stonefac,2.5,0,0
stoneheng,2.095903274,0,5.678873587
stoneman,0,0,2.5
stoner,4.742632391,0,2.409793315
stonewal,4.11458208,0,2.717562738
stonewar,0,0,2.5
stonewash,0,0,2.5
stonewyck,0,0,2.5
stoney,3.321928095,0,3.321928095
stoneyfield,2.5,0,0
stong,0,0,2.5
stongest,0,0,2.5
stongpod,0,0,2.5
stoni,10,0,0
stoniest,0,0,5
stonk,0,0,2.5
stonni,0,0,2.5
stonyfield,2.5,0,0
stoo,2.5,0,0
stood,2.318229029,0,4.977233071
stoog,3.587397603,0,3.08155877
stool,3.321928095,0,3.321928095
stooli,0,0,10
stooooopid,2.5,0,0
stooopid,2.5,0,0
stoop,4.463990545,0.816983578,2.153562038
stoopid,6.843313779,0,1.838005394
stoopidest,0,0,2.5
stop,4.172897178,0.449115262,2.640838984
stope,5.678873587,0,2.095903274
stoppabl,3.321928095,0,3.321928095
stoppd,2.5,0,0
stopper,4.11458208,0,2.717562738
stopwatch,0,0,2.5
storag,1.838005394,1.183294662,4.11458208
storaro,3.321928095,0,3.321928095
store,2.495792744,0.677824602,4.083983151
storefront,2.5,0,0
storekeep,0,0,2.5
storelin,2.5,0,0
storenorm,2.5,0,0
storeroom,0,0,2.5
storey,2.5,0,0
stori,2.73861936,0,4.078766226
stork,0,0,5
storm,2.690985498,0,4.160908051
stormcatch,0,0,2.5
stormfur,0,0,2.5
stormhold,0,0,5
stormi,2.095903274,0,5.678873587
stormish,0,0,2.5
stormtroop,3.321928095,0,3.321928095
storszek,2.5,0,0
stortel,2.5,0,0
storyboard,4.507575552,0,2.512941595
storybook,0,0,2.5
storylin,4.279026367,0,2.626387869
storytel,2.705886133,0.51004032,3.996325906
storytim,0,0,2.5
storyvill,3.321928095,0,3.321928095
storywis,4.507575552,0,2.512941595
storywrit,5,0,0
stother,0,0,2.5
stott,0,0,5
stous,2.5,0,0
stout,5,0,0
stoutest,0,0,2.5
stoval,0,0,2.5
stove,2.717562738,0,4.11458208
stovesid,2.5,0,0
stovetop,2.095903274,0,5.678873587
stow,2.180369549,0,5.386869422
stowaway,3.321928095,0,3.321928095
stoyanov,0,0,2.5
stp,1.660964047,0,8.00392278
stpid,2.5,0,0
str,0,0,22.5
strachan,0,0,5
strada,3.321928095,0,3.321928095
straddl,3.798794065,0,2.9203673
stradl,2.5,0,0
straf,0,0,2.5
strafe,12.62925314,0,1.285097209
strage,0,0,2.5
stragg,2.095903274,0,5.678873587
straggl,2.5,0,0
straighforward,0,0,5
straight,3.808917844,0.546226169,2.796153027
straightaway,1.660964047,0,8.00392278
straightedg,0,0,5
straighten,3.321928095,0,3.321928095
straightend,0,2.5,0
straighter,2.095903274,0,5.678873587
straightforward,1.901992482,0.458930968,6.337631692
straightfoward,0,0,2.5
straighthead,5,0,0
straightlac,7.5,0,0
straightn,0,0,2.5
strain,4.785880543,0.716453965,2.144339048
strainer,0,0,2.5
strait,2.210933339,0,5.289431441
straiten,0,0,2.5
straitforward,0,0,2.5
straitin,2.5,0,0
straitjacket,5,0,0
straitlac,3.321928095,0,3.321928095
strand,6.191327463,0.565643616,1.878395779
strandedinnashvill,2.5,0,0
strandusindenv,2.5,0,0
strang,3.173470298,0.486683734,3.391269523
strangeland,3.321928095,0,3.321928095
strangelov,3.02120993,0,3.662986595
stranger,2.119873672,0,5.592399608
strangest,3.132294176,0,3.526848408
strangethat,2.5,0,0
strangl,3.787212735,0,2.92861227
stranglehold,2.5,0,0
strangler,0,0,2.5
strangul,3.321928095,0,3.321928095
strap,3.89269402,0.969547987,2.214227054
strape,0,0,2.5
strapinstead,0,0,7.5
strapless,2.5,0,0
straplok,0,0,10
strappi,2.5,0,0
strasberg,2.5,0,0
strasbourg,2.5,0,0
strat,0,2.512941595,4.507575552
stratacoust,0,0,2.5
stratch,2.5,0,0
strateg,3.229659462,0,3.417672045
strategist,2.5,0,0
strathairn,2.095903274,0,5.678873587
stratham,0,0,2.5
stratifi,2.095903274,0,5.678873587
stratocast,0,0,7.5
stratospher,2.095903274,0,5.678873587
stratovarius,0,0,5
stratsquier,0,0,2.5
stratten,14.93723606,0,1.183294662
stratton,1.430676558,0,10.31885116
straub,7.5,0,0
strauli,2.5,0,0
straum,0,0,2.5
straus,5,0,0
strauss,1.49475316,0,9.547874667
stravaganza,0,0,5
stravinski,1.53089535,0,9.162168319
straw,4.768720398,0,2.399086316
strawberri,2.9203673,0,3.798794065
strawman,2.5,0,0
stray,3.464754501,0.543818416,3.058424504
strayer,3.321928095,0,3.321928095
strayhorn,0,0,2.5
streach,0,0,2.5
streak,3.521168217,0,3.137168659
streakless,0,0,2.5
streal,2.5,0,0
stream,4.212993519,0,2.66195597
streamish,0,0,2.5
streamlin,2.222375276,0,5.253985593
strech,1.430676558,0,10.31885116
strechi,0,0,2.5
streed,2.5,0,0
streep,1.806653397,0,7.022070219
streer,0,0,2.5
street,2.58758864,0.572020849,4.11458208
streetfight,5.678873587,0,2.095903274
streetkid,0,0,2.5
streetlif,0,0,2.5
streetlight,0,0,5
streetwalk,2.5,0,0
streetwis,0,0,10
stregheria,5,0,0
stregherian,2.5,0,0
streighten,2.5,0,0
streisand,2.324907215,0,4.959201553
streisandi,2.5,0,0
strelzyk,0,0,2.5
streneous,2.5,0,0
strenghten,0,0,7.5
strength,1.130446032,0,16.47505075
strengthen,3.001068269,0,3.689127928
strenuous,3.719611071,0,2.978033117
strep,2.5,0,0
stress,3.04820907,0.422745753,3.582583788
stressful,0,0,2.5
stretch,4.560243564,0.84281925,2.084641978
stretcher,5,0,0
stretchi,1.230143399,4.742632391,1.570297268
stretchof,2.5,0,0
strewn,3.798794065,0,2.9203673
striaght,0,0,2.5
striba,2.5,0,0
stric,2.5,0,0
strick,1.660964047,0,8.00392278
stricken,3.23625721,0,3.410587016
strickland,0,0,7.5
strict,3.86470295,0.640306656,2.664835619
stricter,10,0,0
strictest,1.430676558,0,10.31885116
strid,0,0,2.5
stride,1.815186863,0,6.97242409
strident,3.137168659,0,3.521168217
strife,3.321928095,0,3.321928095
stright,2.5,0,0
strighten,2.5,0,0
strike,2.316088758,0.472454097,4.854761576
striken,0,0,5
strindberg,0,0,5
string,1.694859602,1.156443129,4.603576799
stringbend,0,0,2.5
stringent,1.183294662,0,14.93723606
stringfellow,0,0,5
stringi,0,0,5
stringsar,0,0,2.5
strip,4.047793378,0.652963608,2.543388822
stripclub,2.5,0,0
stripe,5.211440485,0,2.236345833
striper,0,0,2.5
stripless,2.5,0,0
strippah,0,0,2.5
stripper,4.376763563,0,2.576123341
stripperella,0,0,12.5
stripteas,2.839436794,0,3.917382327
strive,3.04708748,0,3.630081731
striven,2.5,0,0
strobe,6.843313779,0,1.838005394
stroboscop,2.5,0,0
strode,1.285097209,0,12.62925314
stroessner,0,0,2.5
stroheim,2.095903274,0,5.678873587
stroke,4.311291146,0.567077308,2.489418989
stroker,7.5,0,0
stroll,3.719611071,0,2.978033117
stroller,3.321928095,3.321928095,0
strom,2.5,0,0
stromberg,0,0,2.5
stromboli,5,0,0
strong,1.937288883,0.519189477,6.050667241
strongbear,0,0,2.5
stronger,2.345237885,0.546081141,4.667894419
strongest,2.084837929,0,5.719822288
stronghold,3.321928095,0,3.321928095
stroppi,2.5,0,0
strori,0,0,2.5
stros,0,0,2.5
strother,1.107309365,0,17.24377353
stroud,2.34759015,0,4.899079389
strove,2.717562738,0,4.11458208
strtd,2.5,0,0
struan,0,0,2.5
struck,2.496228197,0.397685826,4.498593893
structur,2.285679566,0.644558317,4.608374636
structureless,2.5,0,0
strudel,2.5,0,0
struggel,2.5,0,0
struggl,3.062926345,0.422495397,3.564682931
strugl,2.5,0,0
struk,2.5,0,0
strum,2.095903274,1.409058247,3.063001801
strummer,8.00392278,0,1.660964047
strumpet,0,0,2.5
strung,4.180202761,0.812711509,2.282806737
strunzdumm,0,0,2.5
strut,3.917382327,0,2.839436794
struther,2.5,0,0
struycken,7.5,0,0
strye,2.5,0,0
stryker,3.321928095,0,3.321928095
stryper,4.507575552,0,2.512941595
stt,2.5,0,0
stu,3.798794065,0,2.9203673
stuart,2.459781464,0.497859163,4.478875316
stub,3.321928095,0,3.321928095
stubb,1.660964047,0,8.00392278
stubbb,0,0,2.5
stubbi,1.183294662,0,14.93723606
stubbl,14.93723606,0,1.183294662
stubborn,2.186379224,0,5.3673862
stubli,0,0,2.5
stucco,5,0,0
stuck,5.715727776,0.601958312,1.964805367
stucki,0,0,2.5
stuckonaplan,2.5,0,0
stud,2.850006698,0,3.901369315
studden,2.5,0,0
stude,0,0,5
student,3.505872162,0,3.150396013
studentsof,0,0,2.5
studi,2.603366911,0,4.323126933
studio,2.236345833,0,5.211440485
studious,1.660964047,1.107309365,4.899079389
studliest,2.5,0,0
studm,2.5,0,0
studmuffin,0,0,2.5
studyingphilosophi,2.5,0,0
stuey,3.321928095,0,3.321928095
stuf,5.475787741,0,2.153562038
stuff,3.939989751,0.564231649,2.695990663
stuffi,3.08155877,0,3.587397603
stuffiest,2.5,0,0
stuggl,2.095903274,0,5.678873587
stuidest,2.5,0,0
stuie,0,0,2.5
stuipid,2.5,0,0
stultifi,4.00196139,0.830482024,2.34759015
stumbl,2.990625332,0.375550487,3.678868283
stumbler,2.5,0,0
stume,2.5,0,0
stump,2.9203673,0,3.798794065
stumpfing,2.5,0,0
stun,1.740430675,0.446961681,7.249338076
stunden,0,0,2.5
stune,7.5,0,0
stung,9.547874667,0,1.49475316
stunk,14.93723606,0.87250287,0.87250287
stunner,0,0,15
stunningbut,2.5,0,0
stunt,5.433005404,0,2.166335163
stuntman,8.776290848,0,1.570297268
stuntwoman,0,0,5
stuntwork,0,0,2.5
stuoid,2.5,0,0
stuoz,0,0,2.5
stupa,2.5,0,0
stupe,7.5,0,0
stupedest,2.5,0,0
stupedn,0,0,2.5
stupefi,11.24339802,0,1.365385746
stupend,1.997593497,0.63299809,5.499231572
stupid,12.99469783,0.375211446,1.257417858
stupidest,19.75894352,0.5,1
stupidhead,2.5,0,0
stupidifi,0,0,2.5
stupidili,2.5,0,0
stupifi,5.678873587,0,2.095903274
stupor,12.62925314,0,1.285097209
sturdi,1.241327005,0.802247203,9.605306923
sturdier,1.183294662,1.838005394,4.11458208
sturdiest,2.095903274,0,5.678873587
sturdili,0,0,17.5
sturg,2.34759015,0,4.899079389
sturgeon,2.095903274,0,5.678873587
sturgi,1.660964047,0,8.00392278
sturhl,0,0,2.5
sturla,0,0,2.5
sturridg,0,0,5
stutter,4.585982949,0,2.477133963
stuttgart,3.321928095,0,3.321928095
stuttur,2.5,0,0
stuy,0,0,2.5
stuyves,0,0,2.5
stv,10,0,0
styalis,0,0,2.5
stygian,0,0,2.5
style,2.395005562,0,4.778752771
styleit,0,0,2.5
stylewatch,2.5,0,0
stylin,0,0,2.5
stylis,2.454076097,0,4.638223219
stylish,2.382009769,0.384794387,4.77043652
stylist,2.743361897,0.476892186,3.971217048
styliz,2.778575423,0.596955376,3.762260937
stylus,12.62925314,0,1.285097209
stymi,4.507575552,0,2.512941595
styne,0,0,2.5
styrofoam,3.321928095,0,3.321928095
styx,1.660964047,0,8.00392278
styylish,0,0,2.5
su,3.485006213,0,3.168681102
suav,2.533498946,0,4.463990545
suavest,0,0,2.5
sub,5.565663743,0.576938681,2.022635873
suba,0,0,2.5
subaltern,2.5,0,0
subaru,0,0,5
subatom,12.5,0,0
subcod,2.5,0,0
subcommand,0,0,2.5
subconci,0,0,7.5
subconsci,1.456917046,0.497859163,9.477758021
subconscius,2.5,0,0
subconsi,0,0,2.5
subcontract,2.5,0,0
subcort,0,0,2.5
subcultur,3.321928095,0,3.321928095
subdivid,0,0,2.5
subdu,2.28095139,0,5.08076527
suberb,2.095903274,0,5.678873587
subfloor,5,0,0
subgenr,2.095903274,0,5.678873587
subhash,7.5,0,0
subhuman,5.678873587,0,2.095903274
subhumanoid,2.5,0,0
subiaco,2.5,0,0
subject,3.44582936,0.526593146,3.090972619
subjectifi,0,0,2.5
subjug,1.742065383,0,7.423983574
subl,0,0,2.5
sublet,3.321928095,0,3.321928095
sublim,1.607833829,0.434179277,8.240458594
sublimin,3.85152657,0,2.883610395
sublymon,0,0,2.5
submachin,5,0,0
submarin,2.785345076,0.830482024,3.321928095
submerg,3.798794065,0,2.9203673
submers,3.321928095,0,3.321928095
submiss,2.385898532,0,4.801322651
submit,4.585982949,0.69751761,2.240923032
submitt,2.5,0,0
subnet,2.095903274,0,5.678873587
subnorm,2.5,0,0
suboptim,2.5,0,0
subordin,3.719611071,0,2.978033117
suborn,3.321928095,0,3.321928095
subpaar,2.5,0,0
subpar,18.01239431,0,1.085990045
subplot,4.638223219,0,2.454076097
subscrib,2.936525214,0,3.77618088
subscript,5,0,0
subsequ,2.091066244,0.435831214,5.591098964
subservi,2.717562738,0.87250287,3.321928095
subsid,3.560916117,0,3.103476472
subsidi,2.5,0,0
subsiqu,0,0,2.5
subsist,5.678873587,0,2.095903274
subsitut,3.321928095,0,3.321928095
subson,2.5,0,0
subsp,2.5,0,0
subspeci,0,0,2.5
substanc,2.409793315,0.897711718,3.719611071
substanceless,2.5,0,0
substandard,12.05193394,0.734361136,1.130446032
substant,5.912178172,0,2.035160682
substanti,3.101466264,0.706727092,3.187332661
substantiali,2.5,0,0
substat,0,0,2.5
substenc,0,0,2.5
substitu,2.5,0,0
substitud,2.5,0,0
substitut,4.207207842,0.675344675,2.434941336
subsum,4.507575552,0,2.512941595
subt,2.009098363,0.458930968,5.869344556
subtelli,0,0,2.5
subterfug,5.678873587,0,2.095903274
subterranean,7.341079556,0,1.754769835
subtext,3.321928095,0.652963608,3.054750902
subtextu,0,0,2.5
subtil,0,0,2.5
subtiteld,0,0,2.5
subtititl,0,0,2.5
subtitl,2.774512736,0,4.019448058
subtl,1.607036564,0.452955148,8.199545426
subtler,3.321928095,1.107309365,2.34759015
subtlest,3.321928095,0,3.321928095
subtlet,0,0,2.5
subtleti,3.321928095,0,3.321928095
subtley,2.5,0,0
subtract,3.321928095,0,3.321928095
suburb,2.34759015,0,4.899079389
suburban,2.140699468,0.47380123,5.3673862
suburbanit,2.512941595,0,4.507575552
suburbia,1.430676558,0,10.31885116
suburbian,0,0,5
subvalu,0,0,2.5
subvers,2.571617286,0.727729427,3.843289979
subvert,2.512941595,0,4.507575552
subway,3.08155877,0,3.587397603
subwoof,0,0,10
subzero,3.321928095,0,3.321928095
suc,2.5,0,0
succ,0,0,2.5
succce,0,0,2.5
succed,3.321928095,0,3.321928095
succee,2.5,0,0
succeed,2.756704953,0.433049623,3.98758815
succes,1.660964047,0,8.00392278
succesful,0,0,2.5
success,2.827107964,0.446762657,3.867360525
successfuli,3.321928095,0,3.321928095
successfulin,0,0,2.5
successli,2.5,0,0
successor,2.095903274,0,5.678873587
successvill,0,0,2.5
succicnt,0,0,2.5
succinct,1.963456393,0.616048321,5.678873587
succint,0,0,2.5
succo,2.5,0,0
succomb,2.5,0,0
succor,0,0,5
succubar,2.5,0,0
succubus,4.507575552,0,2.512941595
succul,1.660964047,0,8.00392278
succumb,4.02937108,0,2.768417438
suce,3.321928095,0,3.321928095
suceed,3.321928095,0,3.321928095
sucess,1.430676558,0,10.31885116
such,3.239559896,0.447051702,3.350253454
suchaladi,0,0,2.5
suchbright,0,0,2.5
suchet,0,0,10
sucj,2.5,0,0
suck,10.53123612,0.479919739,1.378342909
sucka,7.5,0,0
suckabl,2.5,0,0
suckd,2.5,0,0
sucker,13.25888959,0,1.253987043
suckerattitud,2.5,0,0
suckerbi,0,0,2.5
suckfest,7.5,0,0
sucki,14.93723606,0,1.183294662
suckiest,10,0,0
suckjob,2.5,0,0
suckl,2.839436794,0,3.917382327
suckz,2.5,0,0
sucralos,15,0,0
suction,3.321928095,0,3.321928095
sud,3.321928095,0,3.321928095
sudan,0,0,10
sudanes,0,0,12.5
sudden,3.952027246,0.443089961,2.774122824
suddent,2.5,0,0
suddenth,2.5,0,0
suddnen,2.5,0,0
sudern,0,0,2.5
sudi,2.5,0,0
sudoku,0,0,2.5
sudow,0,0,2.5
sudsi,8.00392278,0,1.660964047
sue,7.341079556,0,1.754769835
sued,5,0,0
sueli,0,0,12.5
suelo,0,0,2.5
suen,2.5,0,0
suess,2.5,0,0
suetonius,2.5,0,0
suez,0,0,2.5
sufer,2.5,0,0
suffer,3.764521351,0.356702442,2.932043004
suffic,4.507575552,0.694766404,2.276179338
suffici,3.436979984,0.613719227,3.005309701
suffoc,3.77618088,0.601410489,2.764509392
suffolk,0,0,2.5
suffrag,0,0,2.5
suffus,1.430676558,1,6.455696236
sufi,3.321928095,0,3.321928095
sufjan,0,0,2.5
sugabab,0,0,7.5
sugar,3.321928095,0,3.321928095
sugarco,1.838005394,0,6.843313779
sugarcoat,5.678873587,0,2.095903274
sugare,0,0,2.5
sugarfre,2.5,0,0
sugari,3.77618088,0.601410489,2.764509392
sugarman,5,0,0
sugartim,0,0,2.5
sugden,0,0,5
suge,5,0,0
sugerco,0,0,2.5
sugerman,0,0,2.5
sugest,2.095903274,0,5.678873587
suggesst,0,0,2.5
suggest,3.319457646,0.556725881,3.175488109
suggesti,2.5,0,0
suggestionwhat,0,0,2.5
suggestth,0,0,2.5
sugguest,2.5,0,0
sugimura,0,0,2.5
sugiyama,0,0,7.5
sugjest,0,0,7.5
suhaag,2.5,0,0
suhrhold,0,0,2.5
sui,3.321928095,0,3.321928095
suicid,3.23401203,0.388495669,3.386642854
suicun,0,0,7.5
suit,3.189196636,0.541371267,3.321928095
suitabl,2.605720243,0.502203146,4.180993051
suitcas,2.717562738,0,4.11458208
suject,5,0,0
suk,2.5,0,0
sukanya,2.5,0,0
suke,0,0,2.5
suki,2.5,0,0
sukowa,0,0,10
sukumari,2.5,0,0
suleiman,0,0,17.5
sulevi,0,0,2.5
sulfat,2.5,0,0
sulfur,8.00392278,0,1.660964047
sulia,2.5,0,0
sulk,11.47444617,0,1.35068935
sulki,8.00392278,0,1.660964047
sullavan,0,0,7.5
sullen,3.662986595,0,3.02120993
sullesteian,0,0,2.5
sulli,9.74067006,0,1.477773672
sullivan,1.384973821,0,10.94928846
sullivani,0,0,2.5
sulphur,3.321928095,0,3.321928095
sultan,1.430676558,0,10.31885116
sultana,0,0,2.5
sultri,1.797583147,0,7.075680992
sultrili,0,0,2.5
sulu,1.660964047,0,8.00392278
sum,5.388598598,0.372212648,2.167659875
sumac,0,0,2.5
sumamr,2.5,0,0
sumat,2.5,0,0
sumatra,5.678873587,0,2.095903274
sume,2.5,0,0
sumen,0,0,2.5
sumer,0,0,2.5
sumerian,2.5,0,0
sumi,3.321928095,0,3.321928095
sumin,7.5,0,0
sumir,0,0,2.5
sumitra,1.660964047,0,8.00392278
summa,3.321928095,0,3.321928095
summar,3.996914708,0,2.788493119
summari,4.507575552,0.549092769,2.411697492
summarili,2.717562738,1.388581659,2.385898532
summaris,4.186165671,0,2.676798077
summaryacoust,10,0,0
summat,3.321928095,0,3.321928095
summer,5.678873587,0,2.095903274
summerfest,5,0,0
summeri,2.5,0,0
summerisl,2.5,0,0
summerset,0,0,2.5
summersisl,10,0,0
summerteeth,0,0,5
summertim,1.912489289,0,6.455696236
summervill,0,0,5
summfield,2.5,0,0
summin,0,0,2.5
summis,2.5,0,0
summit,0,0,2.5
summon,3.462657362,0,3.188581074
sumn,2.5,0,0
sumner,2.5,0,0
sumo,8.00392278,0,1.660964047
sumpin,2.5,0,0
sumptious,0,0,2.5
sumptous,0,0,2.5
sumptuous,1.547356089,0,8.996814506
sumth,0,0,2.5
sumuru,12.5,0,0
sun,3.521168217,0.58859191,2.965228236
sunb,2.5,0,0
sunback,0,0,2.5
sunbak,2.5,0,0
sunbath,0,0,5
sunbeam,2.5,0,0
sunbow,2.5,0,0
sunburn,12.5,0,0
sunburst,1.047951637,2.839436794,2.839436794
sunburstelectr,0,0,2.5
suncoast,2.5,0,0
sunda,2.5,0,0
sundanc,12.5,0,0
sunday,2.407911998,0.606066651,4.410383159
sundaythi,0,0,2.5
sundown,10,0,0
sundquist,2.5,0,0
sundrench,0,0,2.5
sundri,8.00392278,0,1.660964047
suneel,5,0,0
suneil,2.5,0,0
sunekosuri,0,0,2.5
sunflow,2.512941595,0,4.507575552
sung,2.187308287,0,5.36438859
sungal,5,0,0
sunglass,4.11458208,0,2.717562738
suni,0,0,2.5
suniel,0,0,2.5
sunil,0,0,10
sunitha,0,0,2.5
sunk,5.456435057,0.56012059,2.064836531
sunken,5.678873587,0,2.095903274
sunkiss,0,0,2.5
sunlight,3.587397603,0,3.08155877
sunlit,0,0,2.5
sunn,2.5,0,0
sunni,2.659611552,0.620045889,3.909266614
sunnier,3.321928095,0,3.321928095
sunniest,2.5,0,0
sunnydal,2.5,0,0
sunpentown,2.5,0,0
sunpro,0,0,5
sunris,2.095903274,0,5.678873587
sunscreen,4.507575552,1.430676558,1.430676558
sunset,1.989355519,0.647639852,5.484253907
sunsetyour,0,0,2.5
sunshin,2.869813942,0.861053515,3.161855754
sunspot,2.5,0,0
sunstrok,0,0,2.5
suntan,1.838005394,0,6.843313779
suntim,2.5,0,0
suntoucherdin,0,0,2.5
sunw,0,0,5
sunwarm,0,0,2.5
sunway,0,0,2.5
sunwukong,2.5,0,0
suo,0,0,5
suoi,0,0,2.5
sup,8.00392278,0,1.660964047
super,3.098231506,0.590266103,3.362352068
superabund,2.5,0,0
superannu,5.678873587,0,2.095903274
superb,1.129329655,0,16.51068936
superbad,5,0,0
superbit,2.5,0,0
superbl,1.126453032,0.466632335,15.66574214
superbowl,3.321928095,0,3.321928095
superbox,2.5,0,0
superboy,2.5,0,0
superbug,0,0,2.5
supercalafrgilisticexpialidosi,0,0,2.5
supercalifragilisticexpialidoci,0,0,2.5
supercardioid,0,0,2.5
supercarri,0,0,2.5
superce,0,0,2.5
superced,3.321928095,0,3.321928095
supercharg,0,0,12.5
supercili,6.843313779,0,1.838005394
superconsci,0,0,5
supercool,0,0,7.5
supercop,2.5,0,0
supercraptast,2.5,0,0
supercross,2.5,0,0
superdom,5,0,0
superdooperub,2.5,0,0
superdup,2.5,0,0
superdupercharg,0,0,2.5
superego,0,0,2.5
superem,0,0,2.5
superf,8.00392278,0,1.660964047
superfan,0,0,2.5
superfi,0,0,2.5
superfic,2.5,0,0
superfici,5.11940233,0.492106303,2.210933339
superfight,0,0,2.5
superfin,0,0,2.5
superfl,2.095903274,0,5.678873587
superfli,5,0,0
superflu,6.300515843,0.502203146,1.890973725
superfluous,2.5,0,0
superglu,3.321928095,0,3.321928095
superh,8.00392278,0,1.660964047
superhero,3.492757467,0,3.161855754
superheroish,0,0,2.5
superhu,2.5,0,0
superhuman,7.423983574,0,1.742065383
superies,0,0,2.5
superif,0,0,2.5
superimpos,6.396021128,0,1.924834803
superintend,1.430676558,0,10.31885116
superior,2.838316232,0.528359419,3.769528363
superiorvtech,0,0,2.5
superis,0,0,2.5
superk,0,0,2.5
superkick,0,0,2.5
superkool,0,0,2.5
superl,1.274401414,0.547622692,11.66696238
superlam,2.5,0,0
superlearn,0,0,2.5
superlgu,2.5,0,0
superlow,2.5,0,0
superman,3.17789329,0,3.474614278
supermarket,3.321928095,0,3.321928095
supermass,0,0,2.5
supermodel,10.31885116,0,1.430676558
supermor,2.5,0,0
supermortalman,2.5,0,0
supernanni,0,0,7.5
supernatern,0,0,2.5
supernatur,3.859277703,0.376356409,2.860740729
supernautr,0,0,2.5
supernova,4.899079389,0,2.34759015
supernumerari,0,0,2.5
superpeopl,2.5,0,0
superpimp,0,0,2.5
superplex,0,0,2.5
superpos,0,0,2.5
superpow,4.507575552,0,2.512941595
superpowerman,2.5,0,0
supers,12.5,0,0
supersadlysofti,2.5,0,0
supersed,1.660964047,0,8.00392278
superset,0,0,2.5
superslut,2.5,0,0
supersoldi,0,0,2.5
superson,12.62925314,0,1.285097209
superspe,2.5,0,0
superspi,0,0,2.5
superstar,2.564292723,0,4.400560461
superstardom,0,0,12.5
superstiti,2.951432207,0,3.755616204
superstor,0,0,2.5
superstrat,0,0,2.5
superstrong,2.5,0,0
supertank,0,0,2.5
superteen,0,0,2.5
superthunderstingcar,0,0,2.5
supertrain,0,0,2.5
superunknown,0,0,5
superunnatur,2.5,0,0
supervan,2.5,0,0
supervillain,5,0,0
supervillaini,2.5,0,0
supervillian,2.5,0,0
supervis,3.832698532,0,2.896588952
supervisor,5.211440485,0,2.236345833
supervivient,0,0,2.5
superwinch,5,0,0
superwoman,2.5,0,0
supierior,0,0,2.5
supin,0,0,2.5
suple,2.5,0,0
suplex,0,0,7.5
supliment,0,0,2.5
suplli,2.5,0,0
supongo,2.5,0,0
supoort,2.5,0,0
suport,0,0,5
supos,4.507575552,0,2.512941595
suposs,3.321928095,0,3.321928095
supp,2.5,0,0
suppass,0,0,2.5
supper,2.34759015,0,4.899079389
supperb,0,0,5
supperfici,2.5,0,0
suppervis,2.5,0,0
suppl,1.838005394,0,6.843313779
supplament,0,0,2.5
supplant,2.095903274,0,5.678873587
supplement,1.901249763,0,6.51109838
supplementari,4.507575552,0,2.512941595
suppli,2.630116867,0.437962362,4.202064686
supplier,3.321928095,0,3.321928095
suppliment,0,0,2.5
suppor,2.5,0,0
support,2.335906254,0.402182972,4.875361851
supportwindow,2.5,0,0
suppos,8.082718787,0.449949304,1.622428282
supposebl,2.5,0,0
supposedley,0,0,2.5
supposeldi,2.5,0,0
supposr,2.5,0,0
supposs,3.321928095,0,3.321928095
suppost,2.5,0,0
supposud,2.5,0,0
suppport,2.5,0,0
supppos,2.5,0,0
suppress,2.116072381,0,5.605913607
suppressor,2.5,0,0
suppris,5,0,0
suppur,0,0,2.5
supr,0,0,2.5
supranatur,0,0,7.5
suprem,2.844024255,0,3.91041242
supremaci,0,0,2.5
supremacist,7.5,0,0
supress,2.095903274,0,5.678873587
supris,1.311236233,0,12.14310019
supriz,3.321928095,0,3.321928095
suprs,0,0,2.5
supsens,3.321928095,0,3.321928095
supsur,2.5,0,0
supurb,2.095903274,0,5.678873587
supv,2.5,0,0
supvsr,2.5,0,0
sur,3.435885647,0,3.212860068
suraj,0,0,10
surak,2.5,0,0
surandon,0,0,5
surann,2.5,0,0
surcic,0,0,2.5
sure,3.37734678,0.579507692,3.097158068
surefir,4.507575552,0,2.512941595
surehand,2.5,0,0
surend,0,0,2.5
surepris,2.5,0,0
surer,3.321928095,0,3.321928095
suresh,2.5,0,0
surest,5.678873587,0,2.095903274
suret,0,0,2.5
surf,2.547191237,0.419495576,4.376763563
surfac,3.321928095,0.830482024,2.785345076
surfboard,1.660964047,0,8.00392278
surfer,2.512941595,0,4.507575552
surfin,0,0,5
surfrid,0,0,2.5
surg,0,0,22.5
surgeon,12.5,0,0
surgeri,8.00392278,0,1.660964047
surgic,3.94855485,0.750503704,2.481269306
suriv,3.321928095,0,3.321928095
surli,0,0,2.5
surmis,3.917382327,0,2.839436794
surmount,1.838005394,0,6.843313779
surnam,5.678873587,0,2.095903274
surnow,0,0,2.5
suround,2.5,0,0
surov,0,0,5
surpas,0,0,5
surpass,1.73239246,0.420773246,7.351443386
surperb,0,0,5
surpiris,0,0,2.5
surpirs,2.5,0,0
surpirsisng,0,0,2.5
surpis,3.321928095,0,3.321928095
surplus,4.507575552,0,2.512941595
surpr,0,0,2.5
surprem,0,0,2.5
surpri,2.5,0,0
surpris,2.293257529,0.484643379,4.898605306
